"order_date","promo_group","revenue","orders"
"2026-08-22 00:00:00.000","ORGANIC","1771.00","10"
"2026-08-22 00:00:00.000","PROMOTIONAL","3545.90","20"
"2026-08-23 00:00:00.000","ORGANIC","1549.44","9"
"2026-08-23 00:00:00.000","PROMOTIONAL","3441.90","20"
"2026-08-24 00:00:00.000","ORGANIC","1672.20","10"
"2026-08-24 00:00:00.000","PROMOTIONAL","3173.41","19"
"2026-08-25 00:00:00.000","ORGANIC","1620.20","10"
"2026-08-25 00:00:00.000","PROMOTIONAL","3079.68","19"
"2026-08-26 00:00:00.000","ORGANIC","1568.20","10"
"2026-08-26 00:00:00.000","PROMOTIONAL","3140.30","20"
"2026-08-27 00:00:00.000","ORGANIC","1366.92","9"
"2026-08-27 00:00:00.000","PROMOTIONAL","3036.30","20"
"2026-08-28 00:00:00.000","ORGANIC","1469.40","10"
"2026-08-28 00:00:00.000","PROMOTIONAL","2788.09","19"
"2026-08-29 00:00:00.000","ORGANIC","1417.40","10"
"2026-08-29 00:00:00.000","PROMOTIONAL","2694.36","19"
"2026-08-30 00:00:00.000","ORGANIC","1231.20","9"
"2026-08-30 00:00:00.000","PROMOTIONAL","2734.70","20"
"2026-08-31 00:00:00.000","ORGANIC","1318.60","10"
"2026-08-31 00:00:00.000","PROMOTIONAL","2501.57","19"
"2026-09-01 00:00:00.000","ORGANIC","1266.60","10"
"2026-09-01 00:00:00.000","PROMOTIONAL","2407.84","19"
"2026-09-02 00:00:00.000","ORGANIC","1214.60","10"
"2026-09-02 00:00:00.000","PROMOTIONAL","2433.10","20"
"2026-09-03 00:00:00.000","ORGANIC","1048.68","9"
"2026-09-03 00:00:00.000","PROMOTIONAL","2329.10","20"
"2026-09-04 00:00:00.000","ORGANIC","1115.80","10"
"2026-09-04 00:00:00.000","PROMOTIONAL","2116.25","19"
"2026-09-05 00:00:00.000","ORGANIC","1063.80","10"
"2026-09-05 00:00:00.000","PROMOTIONAL","2022.52","19"
"2026-09-06 00:00:00.000","ORGANIC","1011.80","10"
"2026-09-06 00:00:00.000","PROMOTIONAL","2027.50","20"
"2026-09-07 00:00:00.000","ORGANIC","866.16","9"
"2026-09-07 00:00:00.000","PROMOTIONAL","1923.50","20"
"2026-09-08 00:00:00.000","ORGANIC","913.00","10"
"2026-09-08 00:00:00.000","PROMOTIONAL","1730.93","19"
"2026-09-09 00:00:00.000","ORGANIC","861.00","10"
"2026-09-09 00:00:00.000","PROMOTIONAL","1637.20","19"
"2026-09-10 00:00:00.000","ORGANIC","809.00","10"
"2026-09-10 00:00:00.000","PROMOTIONAL","1621.90","20"
"2026-09-11 00:00:00.000","ORGANIC","683.64","9"
"2026-09-11 00:00:00.000","PROMOTIONAL","1444.41","19"
"2026-09-12 00:00:00.000","ORGANIC","710.20","10"
"2026-09-12 00:00:00.000","PROMOTIONAL","1350.68","19"
"2026-09-13 00:00:00.000","ORGANIC","6714.48","19"
"2026-09-13 00:00:00.000","PROMOTIONAL","12756.56","37"
"2026-09-14 00:00:00.000","ORGANIC","7227.72","19"
"2026-09-14 00:00:00.000","PROMOTIONAL","13909.22","39"
"2026-09-15 00:00:00.000","ORGANIC","7187.20","20"
"2026-09-15 00:00:00.000","PROMOTIONAL","14318.59","39"
"2026-09-16 00:00:00.000","ORGANIC","6427.96","19"
"2026-09-16 00:00:00.000","PROMOTIONAL","14120.86","39"
"2026-09-17 00:00:00.000","ORGANIC","6984.40","20"
"2026-09-17 00:00:00.000","PROMOTIONAL","13316.03","39"
"2026-09-18 00:00:00.000","ORGANIC","6842.40","19"
"2026-09-18 00:00:00.000","PROMOTIONAL","13118.30","39"
"2026-09-19 00:00:00.000","ORGANIC","6781.60","20"
"2026-09-19 00:00:00.000","PROMOTIONAL","13527.67","39"
"2026-09-20 00:00:00.000","ORGANIC","6042.64","19"
"2026-09-20 00:00:00.000","PROMOTIONAL","12694.85","38"
