order_date	promo_group	revenue	orders
2026-08-22T00:00:00.000Z	ORGANIC	1776.20	10
2026-08-22T00:00:00.000Z	PROMOTIONAL	3371.01	19
2026-08-23T00:00:00.000Z	ORGANIC	1724.20	10
2026-08-23T00:00:00.000Z	PROMOTIONAL	3277.28	19
2026-08-24T00:00:00.000Z	ORGANIC	1507.32	9
2026-08-24T00:00:00.000Z	PROMOTIONAL	3348.30	20
2026-08-25T00:00:00.000Z	ORGANIC	1625.40	10
2026-08-25T00:00:00.000Z	PROMOTIONAL	3084.49	19
2026-08-26T00:00:00.000Z	ORGANIC	1573.40	10
2026-08-26T00:00:00.000Z	PROMOTIONAL	2990.76	19
2026-08-27T00:00:00.000Z	ORGANIC	1521.40	10
2026-08-27T00:00:00.000Z	PROMOTIONAL	3046.70	20
2026-08-28T00:00:00.000Z	ORGANIC	1324.80	9
2026-08-28T00:00:00.000Z	PROMOTIONAL	2942.70	20
2026-08-29T00:00:00.000Z	ORGANIC	1422.60	10
2026-08-29T00:00:00.000Z	PROMOTIONAL	2699.17	19
2026-08-30T00:00:00.000Z	ORGANIC	1370.60	10
2026-08-30T00:00:00.000Z	PROMOTIONAL	2605.44	19
2026-08-31T00:00:00.000Z	ORGANIC	1318.60	10
2026-08-31T00:00:00.000Z	PROMOTIONAL	2641.10	20
2026-09-01T00:00:00.000Z	ORGANIC	1142.28	9
2026-09-01T00:00:00.000Z	PROMOTIONAL	2537.10	20
2026-09-02T00:00:00.000Z	ORGANIC	1219.80	10
2026-09-02T00:00:00.000Z	PROMOTIONAL	2313.85	19
2026-09-03T00:00:00.000Z	ORGANIC	1167.80	10
2026-09-03T00:00:00.000Z	PROMOTIONAL	2220.12	19
2026-09-04T00:00:00.000Z	ORGANIC	1115.80	10
2026-09-04T00:00:00.000Z	PROMOTIONAL	2235.50	20
2026-09-05T00:00:00.000Z	ORGANIC	959.76	9
2026-09-05T00:00:00.000Z	PROMOTIONAL	2131.50	20
2026-09-06T00:00:00.000Z	ORGANIC	1017.00	10
2026-09-06T00:00:00.000Z	PROMOTIONAL	1829.43	18
2026-09-07T00:00:00.000Z	ORGANIC	965.00	10
2026-09-07T00:00:00.000Z	PROMOTIONAL	1933.90	20
2026-09-08T00:00:00.000Z	ORGANIC	824.04	9
2026-09-08T00:00:00.000Z	PROMOTIONAL	1829.90	20
2026-09-09T00:00:00.000Z	ORGANIC	866.20	10
2026-09-09T00:00:00.000Z	PROMOTIONAL	1642.01	19
2026-09-10T00:00:00.000Z	ORGANIC	814.20	10
2026-09-10T00:00:00.000Z	PROMOTIONAL	1548.28	19
2026-09-11T00:00:00.000Z	ORGANIC	762.20	10
2026-09-11T00:00:00.000Z	PROMOTIONAL	1528.30	20
2026-09-12T00:00:00.000Z	ORGANIC	641.52	9
2026-09-12T00:00:00.000Z	PROMOTIONAL	1424.30	20
2026-09-13T00:00:00.000Z	ORGANIC	6719.68	19
2026-09-13T00:00:00.000Z	PROMOTIONAL	12022.37	35
2026-09-14T00:00:00.000Z	ORGANIC	6625.56	19
2026-09-14T00:00:00.000Z	PROMOTIONAL	14526.46	39
2026-09-15T00:00:00.000Z	ORGANIC	7192.40	20
2026-09-15T00:00:00.000Z	PROMOTIONAL	13060.93	38
2026-09-16T00:00:00.000Z	ORGANIC	7040.00	19
2026-09-16T00:00:00.000Z	PROMOTIONAL	14184.60	40
2026-09-17T00:00:00.000Z	ORGANIC	6339.04	19
2026-09-17T00:00:00.000Z	PROMOTIONAL	13933.27	39
2026-09-18T00:00:00.000Z	ORGANIC	6890.80	20
2026-09-18T00:00:00.000Z	PROMOTIONAL	13090.05	38
2026-09-19T00:00:00.000Z	ORGANIC	6753.48	19
2026-09-19T00:00:00.000Z	PROMOTIONAL	12935.78	39
2026-09-20T00:00:00.000Z	ORGANIC	6688.00	20
2026-09-20T00:00:00.000Z	PROMOTIONAL	13345.15	39
---
